ConfigId;Type;Overall_OK;Overall_KO;Overall_Total;Overall_HitRate;Overall_SampleClass;NoAU_OK;NoAU_KO;NoAU_Total;NoAU_HitRate;Train_OK;Train_KO;Train_Total;Train_HitRate;Test_OK;Test_KO;Test_Total;Test_HitRate;Test_SampleClass;TrainTestDelta;W_RankingGap;W_HomeAttack;W_AwayAttack;W_HomeDefenseWeakness;W_AwayDefenseWeakness;W_HomeLast10Over;W_AwayLast10Over;W_HomeVenueOver;W_AwayVenueOver;W_BTTSProfile
LOC_2188;LOCAL;518;211;729;71.0562;100+;362;141;503;71.9682;288;138;426;67.6056;230;73;303;75.9076;100+;8.302;5.905337;13.800323;10.21067;8.602903;11.799139;10.86515;14.28946;8.525873;13.136061;8.865084
LOC_2223;LOCAL;545;222;767;71.0561;100+;385;148;533;72.2326;304;146;450;67.5556;241;76;317;76.0252;100+;8.4696;5.218923;17.399658;11.419967;9.804059;10.12243;14.768467;13.536577;7.686529;6.104359;9.939031
GLOB_0563;GLOBAL;432;176;608;71.0526;100+;319;119;438;72.8311;236;116;352;67.0455;196;60;256;76.5625;100+;9.517;9.949194;8.503554;16.092904;6.188898;4.277463;10.788869;17.003507;4.105578;13.011483;16.078549
GLOB_0866;GLOBAL;432;176;608;71.0526;100+;313;117;430;72.7907;242;115;357;67.7871;190;61;251;75.6972;100+;7.9101;9.289404;8.117371;8.771144;8.162513;11.152426;10.855479;19.384748;15.8519;1.909198;12.505817
GLOB_0867;GLOBAL;459;187;646;71.0526;100+;331;126;457;72.4289;254;122;376;67.5532;205;65;270;75.9259;100+;8.3727;3.436924;9.948102;3.352947;4.440923;7.709044;18.656375;20.644111;7.523544;5.576028;24.712002
LOC_1369;LOCAL;486;198;684;71.0526;100+;341;127;468;72.8632;272;132;404;67.3267;214;66;280;76.4286;100+;9.1019;5.418822;10.923035;13.144991;5.052647;10.961155;10.795551;11.98981;11.374012;9.733754;16.606222
LOC_1414;LOCAL;486;198;684;71.0526;100+;350;137;487;71.8686;268;128;396;67.6768;218;70;288;75.6944;100+;8.0176;5.656935;6.5809;13.079943;8.967107;8.303424;15.287404;12.675367;11.511611;12.521189;11.416119
LOC_2848;LOCAL;486;198;684;71.0526;100+;345;135;480;71.875;272;129;401;67.8304;214;69;283;75.6184;100+;7.788;4.544881;9.078319;9.064731;9.895895;10.798487;12.288105;11.634003;8.829732;12.036278;17.829569
LOC_0241;LOCAL;513;209;722;71.0526;100+;364;143;507;71.7949;285;137;422;67.5355;228;72;300;76.0;100+;8.4645;6.200286;8.710343;12.442772;7.370547;13.830321;15.24956;16.414729;7.927824;7.677112;10.176506
LOC_0487;LOCAL;513;209;722;71.0526;100+;358;138;496;72.1774;286;138;424;67.4528;227;71;298;76.1745;100+;8.7217;6.373162;13.679781;14.692628;8.964053;10.71664;7.967451;11.705044;13.280218;6.592697;12.028325
LOC_2187;LOCAL;513;209;722;71.0526;100+;362;137;499;72.5451;286;136;422;67.7725;227;73;300;75.6667;100+;7.8942;4.14116;13.726785;12.321593;6.555027;8.38191;12.113778;12.441562;11.16883;10.134242;15.015114
LOC_2904;LOCAL;513;209;722;71.0526;100+;360;139;499;72.1443;287;136;423;67.8487;226;73;299;75.5853;100+;7.7366;6.782225;17.479125;13.211211;6.886698;7.832491;13.436275;8.957222;6.908821;10.83748;13.668452
LOC_0982;LOCAL;540;220;760;71.0526;100+;384;144;528;72.7273;301;145;446;67.4888;239;75;314;76.1146;100+;8.6258;6.539538;16.749047;15.047038;9.576374;10.197536;11.168504;10.654737;8.254502;7.831211;9.981513
LOC_0446;LOCAL;535;218;753;71.0491;100+;375;145;520;72.1154;300;143;443;67.7201;235;75;310;75.8065;100+;8.0864;4.206149;13.442641;10.755855;6.814914;13.20335;13.228978;16.940898;6.009022;8.323951;13.074243
LOC_0108;LOCAL;508;207;715;71.049;100+;357;134;491;72.7088;285;137;422;67.5355;223;70;293;76.1092;100+;8.5737;4.234853;12.584944;11.154801;5.975244;10.285134;9.191952;16.10348;13.354846;8.335039;14.779708
LOC_0947;LOCAL;508;207;715;71.049;100+;359;140;499;71.9439;285;138;423;67.3759;223;69;292;76.3699;100+;8.994;5.737222;10.306932;13.710962;8.454362;11.459975;13.075312;9.502108;11.355851;9.915002;12.482274
LOC_1464;LOCAL;508;207;715;71.049;100+;356;137;493;72.211;280;137;417;67.1463;228;70;298;76.5101;100+;9.3638;5.518065;10.343876;13.586678;7.659166;10.884959;8.62871;13.864983;12.157131;10.791368;12.565065
LOC_2134;LOCAL;508;207;715;71.049;100+;352;133;485;72.5773;285;136;421;67.696;223;71;294;75.8503;100+;8.1543;4.402405;17.026321;8.921652;4.589591;8.421833;13.849008;11.727015;12.825235;11.304018;12.932924
LOC_1539;LOCAL;481;196;677;71.0487;100+;342;133;475;72.0;269;130;399;67.4185;212;66;278;76.259;100+;8.8405;6.037075;12.653581;9.2537;8.250566;7.4526;12.588721;13.548195;10.318795;8.671499;17.225269
GLOB_0560;GLOBAL;454;185;639;71.0485;100+;316;120;436;72.4771;252;124;376;67.0213;202;61;263;76.8061;100+;9.7848;11.579812;13.226316;19.37633;3.182441;11.991103;9.77234;7.223451;13.665264;7.166255;8.816687
LOC_2794;LOCAL;530;216;746;71.0456;100+;375;141;516;72.6744;294;140;434;67.7419;236;76;312;75.641;100+;7.8991;5.145783;12.503791;15.023981;8.193912;8.261277;12.725486;12.210095;11.943727;11.910164;8.081784
LOC_0274;LOCAL;503;205;708;71.0452;100+;355;136;491;72.3014;285;136;421;67.696;218;69;287;75.9582;100+;8.2622;6.724433;17.26094;11.23084;8.591493;9.831709;7.520134;10.167875;10.748076;7.52755;16.39695
LOC_0705;LOCAL;503;205;708;71.0452;100+;356;138;494;72.0648;283;134;417;67.8657;220;71;291;75.6014;100+;7.7357;6.494178;11.980237;13.40966;7.878247;10.922246;10.492783;16.655076;10.388102;3.988905;13.790565
LOC_0706;LOCAL;503;205;708;71.0452;100+;354;134;488;72.541;281;134;415;67.7108;222;71;293;75.7679;100+;8.0571;5.713069;13.650037;8.842793;6.419093;12.54088;15.618593;11.455476;8.537022;11.290844;11.932192
LOC_1375;LOCAL;503;205;708;71.0452;100+;352;134;486;72.428;286;136;422;67.7725;217;69;286;75.8741;100+;8.1016;7.078785;19.528246;9.739639;6.966715;11.24254;9.856476;11.656609;9.904218;8.400996;11.625775
LOC_2233;LOCAL;503;205;708;71.0452;100+;355;137;492;72.1545;283;136;419;67.5418;220;69;289;76.1246;100+;8.5828;7.211218;14.886018;11.441016;7.46511;10.334551;12.192796;17.721973;8.816361;7.510934;8.420022
GLOB_0402;GLOBAL;503;205;708;71.0452;100+;366;140;506;72.332;284;131;415;68.4337;219;74;293;74.744;100+;6.3103;5.449555;4.937607;12.507165;9.707466;14.631811;27.966821;1.560698;6.144265;8.659995;14.434615
LOC_0194;LOCAL;476;194;670;71.0448;100+;336;129;465;72.2581;266;127;393;67.6845;210;67;277;75.8123;100+;8.1278;8.032906;13.459232;13.427033;6.559435;7.113136;10.510665;14.11608;10.33738;9.630156;12.813976
LOC_1769;LOCAL;476;194;670;71.0448;100+;338;128;466;72.5322;266;127;393;67.6845;210;67;277;75.8123;100+;8.1278;5.369797;12.882213;9.153907;3.802675;8.6194;16.41136;15.990057;9.47095;6.926685;17.372954
GLOB_0537;GLOBAL;476;194;670;71.0448;100+;339;125;464;73.0603;264;125;389;67.8663;212;69;281;75.4448;100+;7.5785;5.501437;10.851104;14.137937;5.677829;3.932736;10.996289;12.332061;24.952205;8.767492;8.850909
GLOB_1796;GLOBAL;395;161;556;71.0432;100+;291;108;399;72.9323;218;110;328;66.4634;177;51;228;77.6316;100+;11.1682;8.2499;9.892512;8.449422;5.662383;5.176282;5.292335;19.242169;5.936839;8.64176;29.456397
LOC_0327;LOCAL;525;214;739;71.0419;100+;368;139;507;72.5838;297;138;435;68.2759;228;76;304;75.0;100+;6.7241;6.475839;18.642826;11.082884;6.169739;11.382091;15.036352;9.93174;9.939056;9.622339;7.717135
LOC_2113;LOCAL;525;214;739;71.0419;100+;376;142;518;72.5869;290;139;429;67.5991;235;75;310;75.8065;100+;8.2074;4.131887;11.963142;11.963999;9.740622;5.892581;14.061217;16.674435;10.303021;10.842462;10.426635
LOC_0621;LOCAL;498;203;701;71.0414;100+;351;135;486;72.2222;282;134;416;67.7885;216;69;285;75.7895;100+;8.001;7.928303;17.533093;12.432582;7.470272;9.672279;9.600643;14.200326;7.643571;7.228517;12.290415
LOC_1253;LOCAL;498;203;701;71.0414;100+;355;136;491;72.3014;278;131;409;67.9707;220;72;292;75.3425;100+;7.3718;5.316209;12.309493;10.827492;8.401035;7.293139;14.210938;13.145347;10.945826;10.32121;13.229313
LOC_1819;LOCAL;498;203;701;71.0414;100+;347;135;482;71.9917;278;131;409;67.9707;220;72;292;75.3425;100+;7.3718;7.467036;13.545146;10.096832;7.871317;13.040199;15.962492;11.223313;9.658009;9.582978;7.552677
LOC_2237;LOCAL;498;203;701;71.0414;100+;348;129;477;72.956;282;134;416;67.7885;216;69;285;75.7895;100+;8.001;6.999722;16.455764;12.612607;4.161725;9.722304;12.72388;13.649183;10.178511;9.735653;9.76065
LOC_2258;LOCAL;498;203;701;71.0414;100+;350;136;486;72.0165;278;134;412;67.4757;220;69;289;76.1246;100+;8.6489;5.665624;10.025645;13.026156;7.980536;12.499556;12.363921;8.294901;13.064692;9.405399;13.67357
LOC_0569;LOCAL;471;192;663;71.0407;100+;333;129;462;72.0779;264;125;389;67.8663;207;67;274;75.5474;100+;7.6811;5.862795;13.903269;8.76924;5.99708;7.457597;15.516905;9.763493;11.390902;10.898882;16.439838
LOC_0689;LOCAL;471;192;663;71.0407;100+;336;126;462;72.7273;264;124;388;68.0412;207;68;275;75.2727;100+;7.2315;6.092311;12.534264;9.185016;6.32579;7.409821;13.95374;13.275077;13.772207;8.982271;14.469503
LOC_2366;LOCAL;471;192;663;71.0407;100+;336;131;467;71.9486;260;121;381;68.2415;211;71;282;74.8227;100+;6.5812;6.543613;9.512116;13.320101;5.866628;6.729541;15.068253;11.522492;10.876699;13.39881;13.161746
GLOB_1700;GLOBAL;444;181;625;71.04;100+;324;125;449;72.1604;239;117;356;67.1348;205;64;269;76.2082;100+;9.0734;10.288474;8.324647;20.58583;9.353675;2.077166;18.347595;3.85636;16.131569;7.261036;9.773648
GLOB_1254;GLOBAL;574;234;808;71.0396;100+;408;154;562;72.5979;321;149;470;68.2979;253;85;338;74.8521;100+;6.5542;1.402457;25.364475;11.538818;5.612108;6.001493;8.429022;5.003157;25.144748;3.512161;13.991561
LOC_0688;LOCAL;520;212;732;71.0383;100+;364;139;503;72.3658;289;134;423;68.3215;231;78;309;74.7573;100+;6.4358;7.054133;13.697812;19.177267;6.808624;8.449054;10.104614;5.679849;12.399051;16.067805;6.561793
LOC_1813;LOCAL;520;212;732;71.0383;100+;367;142;509;72.1022;292;138;430;67.907;228;74;302;75.4967;100+;7.5897;5.440568;16.198855;10.613207;8.71042;9.896607;13.383786;13.082721;11.094523;4.032975;13.546338
LOC_1944;LOCAL;520;212;732;71.0383;100+;369;145;514;71.7899;291;138;429;67.8322;229;74;303;75.5776;100+;7.7454;6.136934;11.052747;14.443641;9.795773;10.537679;12.273369;11.475165;10.206585;9.591203;10.486902
LOC_2024;LOCAL;493;201;694;71.0375;100+;345;129;474;72.7848;271;128;399;67.9198;222;73;295;75.2542;100+;7.3344;5.188591;12.129762;15.307319;3.398707;9.112037;11.132372;11.769872;11.593848;11.83785;14.529644
LOC_2119;LOCAL;493;201;694;71.0375;100+;350;137;487;71.8686;277;133;410;67.561;216;68;284;76.0563;100+;8.4953;5.066789;13.441504;7.44985;9.521919;8.174997;13.687289;13.93329;10.115044;8.086106;16.523212
GLOB_1241;GLOBAL;493;201;694;71.0375;100+;350;133;483;72.4638;274;128;402;68.1592;219;73;292;75.0;100+;6.8408;6.671649;15.496507;17.483265;3.138643;2.827968;20.040948;6.392414;7.04288;16.250986;10.65474
GLOB_1631;GLOBAL;466;190;656;71.0366;100+;335;126;461;72.6681;260;125;385;67.5325;206;65;271;76.0148;100+;8.4823;5.041052;14.804864;2.412181;14.891042;2.316986;6.824921;16.062501;18.507253;6.206351;18.93285
GLOB_0521;GLOBAL;439;179;618;71.0356;100+;319;122;441;72.3356;246;118;364;67.5824;193;61;254;75.9843;100+;8.4019;6.011766;6.748367;9.545452;10.984801;2.685349;8.412509;17.896865;13.540273;7.758108;22.416511
LOC_2350;LOCAL;542;221;763;71.0354;100+;384;147;531;72.3164;305;144;449;67.9287;237;77;314;75.4777;100+;7.549;5.76275;17.666433;16.373151;8.269914;9.056635;14.532688;6.009677;8.060715;9.144935;11.123101
GLOB_0268;GLOBAL;542;221;763;71.0354;100+;382;143;525;72.7619;302;144;446;67.713;240;77;317;75.7098;100+;7.9968;2.910936;15.627207;6.139193;10.621696;7.362327;13.649826;16.329115;15.891098;12.849263;4.619342
LOC_0028;LOCAL;515;210;725;71.0345;100+;362;142;504;71.8254;286;137;423;67.6123;229;73;302;75.8278;100+;8.2155;6.788528;12.056849;11.467937;9.605434;11.895441;11.903334;13.682379;9.242482;12.331828;7.025788
LOC_2447;LOCAL;515;210;725;71.0345;100+;366;139;505;72.4752;285;137;422;67.5355;230;73;303;75.9076;100+;8.3721;4.900992;13.141894;15.486531;6.629285;7.678635;9.506718;12.308183;11.333389;9.830236;15.184138
LOC_1752;LOCAL;488;199;687;71.0335;100+;346;135;481;71.9335;269;129;398;67.5879;219;70;289;75.7785;100+;8.1906;7.520248;12.203965;13.939943;11.755202;7.848796;5.870355;12.005366;10.95585;11.628071;12.272204
LOC_1918;LOCAL;488;199;687;71.0335;100+;349;139;488;71.5164;271;128;399;67.9198;217;71;288;75.3472;100+;7.4274;8.245266;11.282783;13.24909;11.022767;7.928215;12.341746;14.399442;8.958491;9.020654;9.551546
GLOB_1646;GLOBAL;488;199;687;71.0335;100+;350;134;484;72.314;272;124;396;68.6869;216;75;291;74.2268;100+;5.5399;7.847593;7.605511;9.184975;1.830716;14.832325;16.277738;18.802944;3.441407;22.775555;3.401237
GLOB_0896;GLOBAL;385;157;542;71.0332;100+;280;106;386;72.5389;212;104;316;67.0886;173;53;226;76.5487;100+;9.4601;14.218116;8.175252;6.866383;6.419981;4.910037;25.052079;21.644495;2.863382;7.750023;8.100252
LOC_0437;LOCAL;461;188;649;71.0324;100+;326;123;449;72.6058;258;123;381;67.7165;203;65;268;75.7463;100+;8.0298;6.183889;11.726442;8.534189;5.265959;5.64756;13.90386;10.511507;18.160178;12.547368;13.519049
LOC_0263;LOCAL;537;219;756;71.0317;100+;376;142;518;72.5869;300;143;443;67.7201;237;76;313;75.7188;100+;7.9987;4.771861;15.078513;14.559611;6.080832;11.370934;12.109375;7.797079;9.7257;15.695935;8.81016
LOC_0273;LOCAL;510;208;718;71.0306;100+;360;138;498;72.2892;284;136;420;67.619;226;72;298;75.8389;100+;8.2199;5.199529;12.529723;14.626795;5.502547;9.728306;10.801425;13.34069;10.97238;8.192387;15.106219
LOC_0312;LOCAL;510;208;718;71.0306;100+;362;138;500;72.4;279;134;413;67.5545;231;74;305;75.7377;100+;8.1832;5.625862;12.199107;16.631784;9.512004;6.918631;8.852695;11.858934;12.939315;9.408384;12.053284
LOC_0719;LOCAL;510;208;718;71.0306;100+;354;140;494;71.6599;286;134;420;68.0952;224;74;298;75.1678;100+;7.0726;6.655482;11.739519;13.574923;9.306482;13.117463;8.365094;9.604199;11.315201;12.181823;10.139814
LOC_0765;LOCAL;510;208;718;71.0306;100+;366;141;507;72.1893;279;135;414;67.3913;231;73;304;75.9868;100+;8.5955;5.428064;6.777653;18.165519;10.366874;9.256115;10.653971;11.611927;10.798997;10.48026;12.460619
LOC_0885;LOCAL;510;208;718;71.0306;100+;368;146;514;71.5953;282;134;416;67.7885;228;74;302;75.4967;100+;7.7082;6.926838;6.217979;17.922847;11.477449;11.754542;13.849097;8.545263;10.648388;8.611795;10.045801
LOC_1668;LOCAL;510;208;718;71.0306;100+;360;142;502;71.7131;286;134;420;68.0952;224;74;298;75.1678;100+;7.0726;6.969232;10.059816;14.154202;10.911976;11.864335;12.807025;8.934356;10.454827;10.220385;9.623848
LOC_1802;LOCAL;510;208;718;71.0306;100+;352;137;489;71.9836;287;135;422;68.0095;223;73;296;75.3378;100+;7.3283;4.884859;14.994327;7.397035;8.871024;11.944831;12.010633;10.672991;11.491187;11.971736;11.761376
LOC_2008;LOCAL;510;208;718;71.0306;100+;359;139;498;72.0884;288;135;423;68.0851;222;73;295;75.2542;100+;7.1691;7.39192;14.877553;10.792563;9.321797;15.744705;8.274594;9.779005;12.086385;4.96042;12.771057
LOC_2092;LOCAL;510;208;718;71.0306;100+;356;136;492;72.3577;287;138;425;67.5294;223;70;293;76.1092;100+;8.5798;6.129985;16.791318;11.488288;7.620199;9.085666;8.156899;15.525164;7.63207;8.490283;15.080128
GLOB_1476;GLOBAL;510;208;718;71.0306;100+;369;141;510;72.3529;285;132;417;68.3453;225;76;301;74.7508;100+;6.4055;7.207323;11.12457;11.137359;4.379863;23.138122;8.414786;18.070099;2.322993;5.47933;14.725556
GLOB_0389;GLOBAL;407;166;573;71.0297;100+;292;111;403;72.4566;232;108;340;68.2353;175;58;233;75.1073;100+;6.872;9.62802;9.972258;8.632434;9.016161;8.370509;13.428451;6.917205;16.257045;3.137038;20.640879
LOC_0541;LOCAL;483;197;680;71.0294;100+;344;128;472;72.8814;268;131;399;67.1679;215;66;281;76.5125;100+;9.3446;6.270482;9.001802;14.034697;3.262905;11.104125;12.22088;16.855726;8.45621;11.36526;13.427913
LOC_1080;LOCAL;505;206;711;71.0267;100+;355;140;495;71.7172;284;135;419;67.7804;221;71;292;75.6849;100+;7.9045;6.550315;10.663328;10.391513;9.641667;13.982647;11.228472;13.959965;10.118285;7.305368;12.158439
LOC_1930;LOCAL;505;206;711;71.0267;100+;349;136;485;71.9588;279;130;409;68.2152;226;76;302;74.8344;100+;6.6192;7.093213;12.174341;13.413829;9.925587;11.461444;11.701447;6.088881;16.907784;10.828301;6.405173
LOC_2388;LOCAL;505;206;711;71.0267;100+;361;138;499;72.3447;281;136;417;67.3861;224;70;294;76.1905;100+;8.8044;7.14921;13.080415;10.694491;9.752418;9.080315;11.124067;19.254422;8.47184;9.670178;7.722645
GLOB_1698;GLOBAL;505;206;711;71.0267;100+;358;137;495;72.3232;290;133;423;68.5579;215;73;288;74.6528;100+;6.0949;9.183458;8.362144;7.964789;17.058751;18.681697;9.724191;9.627203;8.908574;10.79964;5.689553
LOC_1180;LOCAL;554;226;780;71.0256;100+;389;148;537;72.4395;311;147;458;67.9039;243;79;322;75.4658;100+;7.5619;4.936139;20.062591;12.932313;9.698469;10.425297;6.561239;9.427813;12.573936;9.530867;9.851335
LOC_1021;LOCAL;478;195;673;71.0253;100+;336;127;463;72.5702;270;128;398;67.8392;208;67;275;75.6364;100+;7.7972;6.556034;11.995681;11.269572;3.452671;13.453874;9.403902;17.175279;10.238252;7.319633;15.1351
GLOB_0840;GLOBAL;478;195;673;71.0253;100+;342;130;472;72.4576;269;127;396;67.9293;209;68;277;75.4513;100+;7.522;6.655878;19.74454;10.545717;6.261622;4.678188;10.423449;11.251217;7.428908;7.52518;21.485301
LOC_0590;LOCAL;527;215;742;71.0243;100+;374;143;517;72.3404;293;138;431;67.9814;234;77;311;75.2412;100+;7.2598;5.008026;15.450246;12.166248;8.1692;6.115447;15.698883;15.079853;11.024632;6.196074;11.091391
LOC_0893;LOCAL;527;215;742;71.0243;100+;365;138;503;72.5646;293;140;433;67.6674;234;75;309;75.7282;100+;8.0608;4.441217;12.837329;11.590148;7.640426;12.813653;10.184556;12.227076;13.930548;10.212769;10.122278
LOC_1299;LOCAL;527;215;742;71.0243;100+;368;142;510;72.1569;294;142;436;67.4312;233;73;306;76.1438;100+;8.7126;5.877504;14.825708;14.367751;7.393344;13.162204;11.941082;7.296799;9.63284;9.871566;11.631203
LOC_2018;LOCAL;527;215;742;71.0243;100+;372;142;514;72.3735;292;140;432;67.5926;235;75;310;75.8065;100+;8.2139;5.694227;14.617033;14.579489;8.736955;8.125713;9.314706;14.644546;10.276042;9.54458;10.466709
LOC_2341;LOCAL;527;215;742;71.0243;100+;369;139;508;72.6378;295;142;437;67.5057;232;73;305;76.0656;100+;8.5599;4.525226;14.790697;10.945006;7.47594;10.496316;11.629376;13.624521;9.431523;9.707592;13.373802
LOC_2734;LOCAL;527;215;742;71.0243;100+;371;143;514;72.179;301;137;438;68.7215;226;78;304;74.3421;100+;5.6206;6.632401;19.780272;13.209654;11.35467;5.241497;13.788759;7.261135;8.282073;11.387812;9.061727
LOC_2921;LOCAL;451;184;635;71.0236;100+;324;127;451;71.8404;245;120;365;67.1233;206;64;270;76.2963;100+;9.173;8.58354;8.189027;13.862494;8.244448;9.356691;9.298042;16.418989;8.360233;9.339991;14.346544
GLOB_1597;GLOBAL;451;184;635;71.0236;100+;325;121;446;72.87;257;123;380;67.6316;194;61;255;76.0784;100+;8.4468;6.694761;18.282518;5.610709;2.647021;5.81995;8.863401;23.694486;11.872468;3.951309;18.563377
LOC_0788;LOCAL;500;204;704;71.0227;100+;353;136;489;72.1881;278;132;410;67.8049;222;72;294;75.5102;100+;7.7053;3.940876;8.54779;11.718521;7.995834;9.69818;8.766685;12.216591;14.36376;12.203355;16.548408
LOC_1768;LOCAL;500;204;704;71.0227;100+;343;134;477;71.9078;282;133;415;67.9518;218;71;289;75.4325;100+;7.4807;5.89494;15.806763;7.523191;8.019683;10.585475;12.801204;9.388683;12.662562;13.334027;9.983472
LOC_1864;LOCAL;500;204;704;71.0227;100+;354;140;494;71.6599;281;135;416;67.5481;219;69;288;76.0417;100+;8.4936;7.354843;11.699099;12.911328;10.320366;10.430976;12.37692;12.833957;9.653103;7.336132;11.083276
LOC_1012;LOCAL;473;193;666;71.021;100+;340;133;473;71.8816;260;124;384;67.7083;213;69;282;75.5319;100+;7.8236;6.671111;7.995065;11.924188;9.77546;7.813491;9.245039;16.566963;8.931261;11.983984;15.093438
LOC_1868;LOCAL;473;193;666;71.021;100+;334;127;461;72.4512;256;125;381;67.1916;217;68;285;76.1404;100+;8.9488;8.396697;13.018576;14.86478;7.60588;5.78649;8.108304;10.74825;11.293825;16.693705;9.483493
LOC_2632;LOCAL;473;193;666;71.021;100+;337;131;468;72.0085;261;126;387;67.4419;212;67;279;75.9857;100+;8.5438;7.789851;10.779406;14.558064;9.311134;8.468953;6.643009;13.559915;11.580634;10.09436;13.214673
LOC_0219;LOCAL;522;213;735;71.0204;100+;365;140;505;72.2772;292;141;433;67.4365;230;72;302;76.1589;100+;8.7224;6.03366;14.566415;13.132563;5.030496;11.32733;16.2994;12.089604;6.324081;12.46707;8.729381
LOC_0542;LOCAL;522;213;735;71.0204;100+;368;142;510;72.1569;294;140;434;67.7419;228;73;301;75.7475;100+;8.0056;5.730507;15.345404;11.444103;9.183802;9.436308;8.670695;17.158443;8.648475;6.835853;13.54641
LOC_0562;LOCAL;522;213;735;71.0204;100+;371;141;512;72.4609;291;139;430;67.6744;231;74;305;75.7377;100+;8.0633;5.194932;12.887059;15.699244;6.808635;10.541138;12.383156;13.70244;12.113648;4.488498;12.181248
LOC_1259;LOCAL;522;213;735;71.0204;100+;369;140;509;72.4951;292;141;433;67.4365;230;72;302;76.1589;100+;8.7224;6.392104;20.11575;12.198376;9.333269;9.693166;6.863148;8.481989;10.585818;7.083893;15.252487
LOC_2436;LOCAL;522;213;735;71.0204;100+;365;135;500;73.0;293;139;432;67.8241;229;74;303;75.5776;100+;7.7535;4.541849;16.620616;12.810054;4.12888;10.185188;12.649812;9.792259;13.247897;10.812977;11.210467
GLOB_0900;GLOBAL;446;182;628;71.0191;100+;322;125;447;72.0358;249;115;364;68.4066;197;67;264;74.6212;100+;6.2146;12.787196;9.130552;16.864732;15.807253;4.536599;7.75572;14.523072;7.298682;10.891723;6.40447
GLOB_0353;GLOBAL;495;202;697;71.0187;100+;343;129;472;72.6695;281;133;414;67.8744;214;69;283;75.6184;100+;7.744;5.301582;12.940315;9.737435;1.006127;15.276841;9.990111;10.904207;14.02911;13.102833;13.711438
GLOB_1200;GLOBAL;495;202;697;71.0187;100+;357;132;489;73.0061;277;132;409;67.7262;218;70;288;75.6944;100+;7.9682;5.187153;16.128644;9.684536;6.767165;2.34201;12.782797;21.785531;14.29453;4.396078;12.631556
LOC_1947;LOCAL;544;222;766;71.0183;100+;387;147;534;72.4719;305;143;448;68.0804;239;79;318;75.1572;100+;7.0768;4.016925;15.817209;11.648314;7.672615;7.735485;17.675107;14.02366;9.205532;8.112661;10.092492
LOC_0447;LOCAL;468;191;659;71.0167;100+;334;127;461;72.4512;262;123;385;68.0519;206;68;274;75.1825;100+;7.1306;6.9008;13.588101;12.216287;6.181978;4.298319;12.226224;13.596781;13.324041;9.192957;14.474513
LOC_1220;LOCAL;517;211;728;71.0165;100+;364;143;507;71.7949;291;139;430;67.6744;226;72;298;75.8389;100+;8.1645;7.250234;15.371239;12.408713;8.092113;15.124987;10.903705;13.993382;4.227385;6.970624;11.657618
LOC_1731;LOCAL;517;211;728;71.0165;100+;367;139;506;72.5296;293;135;428;68.4579;224;76;300;74.6667;100+;6.2088;5.458757;15.199444;14.831984;4.935127;10.173039;14.26234;12.524243;10.69709;4.110102;13.807875
LOC_2834;LOCAL;517;211;728;71.0165;100+;365;140;505;72.2772;292;139;431;67.7494;225;72;297;75.7576;100+;8.0082;5.851824;15.147483;12.421312;7.913146;9.826671;12.290204;14.4689;8.370828;6.359431;13.350202
LOC_0830;LOCAL;490;200;690;71.0145;100+;346;129;475;72.8421;273;130;403;67.7419;217;70;287;75.6098;100+;7.8679;5.783466;11.798922;12.556425;4.944715;7.452729;11.624225;17.798701;14.361142;8.890641;10.789034
LOC_2990;LOCAL;490;200;690;71.0145;100+;347;138;485;71.5464;273;130;403;67.7419;217;70;287;75.6098;100+;7.8679;8.006682;10.747783;13.995282;9.356092;8.942879;14.521626;12.113437;9.862885;8.298001;10.155333
GLOB_1328;GLOBAL;490;200;690;71.0145;100+;350;131;481;72.7651;277;128;405;68.3951;213;72;285;74.7368;100+;6.3417;3.825919;12.928782;17.803353;2.628123;2.981413;15.91857;7.515185;18.495675;6.277645;17.625336
LOC_0368;LOCAL;512;209;721;71.0125;100+;366;144;510;71.7647;287;136;423;67.8487;225;73;298;75.5034;100+;7.6547;4.730526;12.178931;15.678958;8.131224;8.455842;14.960328;8.368424;10.414287;7.403784;15.677694
LOC_0377;LOCAL;512;209;721;71.0125;100+;359;136;495;72.5253;287;135;422;68.0095;225;74;299;75.2508;100+;7.2413;5.579499;13.432324;8.103024;7.829972;12.455077;18.10037;11.54196;9.881322;11.89206;7.184392
LOC_1885;LOCAL;512;209;721;71.0125;100+;360;139;499;72.1443;284;137;421;67.4584;228;72;300;76.0;100+;8.5416;6.052712;15.484298;8.271169;8.723254;9.664661;17.007974;14.201698;8.206023;10.573157;7.815054
LOC_2012;LOCAL;512;209;721;71.0125;100+;365;139;504;72.4206;286;135;421;67.9335;226;74;300;75.3333;100+;7.3998;4.293468;10.89057;6.585655;12.060965;8.250233;13.154919;14.681381;11.295986;13.974829;10.811994
LOC_0202;LOCAL;463;189;652;71.0123;100+;327;126;453;72.1854;264;120;384;68.75;199;69;268;74.2537;100+;5.5037;9.106813;15.028334;10.847686;5.307089;10.95177;13.744991;14.401159;7.615418;6.302494;12.694245
LOC_0550;LOCAL;463;189;652;71.0123;100+;327;124;451;72.5055;254;121;375;67.7333;209;68;277;75.4513;100+;7.718;6.571184;9.908005;8.774845;11.111095;8.127113;10.461685;8.183396;18.263529;10.449743;14.149404
