ConfigId;Type;Overall_OK;Overall_KO;Overall_Total;Overall_HitRate;Overall_SampleClass;NoAU_OK;NoAU_KO;NoAU_Total;NoAU_HitRate;Train_OK;Train_KO;Train_Total;Train_HitRate;Test_OK;Test_KO;Test_Total;Test_HitRate;Test_SampleClass;TrainTestDelta;W_RankingGap;W_HomeAttack;W_AwayAttack;W_HomeDefenseWeakness;W_AwayDefenseWeakness;W_HomeLast10Over;W_AwayLast10Over;W_HomeVenueOver;W_AwayVenueOver;W_BTTSProfile
GLOB_0961;GLOBAL;355;135;490;72.449;100+;258;89;347;74.3516;199;89;288;69.0972;156;46;202;77.2277;100+;8.1305;12.724262;10.328764;12.253084;4.817225;3.988345;7.988724;1.47531;10.763085;17.424163;24.237038
GLOB_1589;GLOBAL;447;170;617;72.4473;100+;320;115;435;73.5632;252;114;366;68.8525;195;56;251;77.6892;100+;8.8367;8.758516;18.905652;6.250574;9.246773;2.307247;16.043197;8.802611;5.553693;9.939137;20.1926
GLOB_1946;GLOBAL;418;159;577;72.4437;100+;299;106;405;73.8272;240;106;346;69.3642;178;53;231;77.0563;100+;7.6921;9.844229;17.223349;2.282494;4.060079;15.896303;12.079933;1.312016;11.671918;3.250976;28.378704
GLOB_1355;GLOBAL;473;180;653;72.4349;100+;340;117;457;74.3982;271;120;391;69.3095;202;60;262;77.0992;100+;7.7897;9.374678;18.511861;1.778732;4.096863;18.687165;12.882961;16.084955;4.459971;7.776584;12.346231
GLOB_0999;GLOBAL;352;134;486;72.428;100+;262;94;356;73.5955;199;92;291;68.3849;153;42;195;78.4615;100+;10.0766;13.435162;10.403903;11.181794;0.980945;4.401481;22.604624;2.442452;10.096677;3.592072;26.86089
LOC_0094;LOCAL;457;174;631;72.4247;100+;322;114;436;73.8532;254;114;368;69.0217;203;60;263;77.1863;100+;8.1646;9.193886;7.174279;15.124143;4.952849;12.427515;8.851221;16.170608;13.697919;8.351247;10.056334
GLOB_0075;GLOBAL;273;104;377;72.4138;100+;200;72;272;73.5294;156;68;224;69.6429;117;36;153;76.4706;100+;6.8277;25.181555;9.144815;10.361764;4.688064;10.747822;4.637657;8.673262;17.870479;1.449538;13.245045
GLOB_0872;GLOBAL;315;120;435;72.4138;100+;236;78;314;75.1592;179;82;261;68.5824;136;38;174;78.1609;100+;9.5785;17.307352;9.68234;6.13826;9.374328;6.070596;9.032099;13.854506;8.387169;2.98139;23.171959
GLOB_1174;GLOBAL;412;157;569;72.4077;100+;291;108;399;72.9323;232;99;331;70.0906;180;58;238;75.6303;100+;5.5397;15.453467;10.490915;13.976206;11.138207;6.473763;11.334802;4.700878;10.406497;18.889121;3.136145
LOC_2684;LOCAL;493;188;681;72.3935;100+;350;124;474;73.8397;277;121;398;69.598;216;67;283;76.3251;100+;6.7271;7.421108;10.795608;9.236171;8.393751;12.145662;11.307861;17.662009;11.019948;10.820304;7.197578
GLOB_1638;GLOBAL;422;161;583;72.3842;100+;303;108;411;73.7226;241;110;351;68.661;181;51;232;78.0172;100+;9.3562;11.582211;14.781796;4.034077;5.362239;10.967539;18.947427;14.331467;0.811011;9.887318;15.294916
GLOB_0432;GLOBAL;401;153;554;72.3827;100+;290;98;388;74.7423;230;107;337;68.2493;171;46;217;78.8018;100+;10.5525;13.597926;18.909076;2.567504;2.96859;3.93067;0.575603;18.552704;13.244655;23.620876;8.032395
LOC_0307;LOCAL;477;182;659;72.3824;100+;330;122;452;73.0088;270;118;388;69.5876;207;64;271;76.3838;100+;6.7962;9.477046;10.844368;11.1304;9.058871;13.190966;11.161064;10.259005;11.612761;12.617751;6.647768
GLOB_1576;GLOBAL;380;145;525;72.381;100+;275;96;371;74.124;210;98;308;68.1818;170;47;217;78.341;100+;10.1592;17.970283;17.375372;12.53148;6.030048;4.343113;12.627186;13.146393;4.839306;8.127699;9.009119
GLOB_1603;GLOBAL;435;166;601;72.3794;100+;323;111;434;74.424;243;114;357;68.0672;192;52;244;78.6885;100+;10.6213;11.643244;15.240014;2.146487;16.110242;8.111053;11.335533;14.571809;6.187359;5.824924;14.829334
GLOB_0133;GLOBAL;427;163;590;72.3729;100+;300;108;408;73.5294;244;106;350;69.7143;183;57;240;76.25;100+;6.5357;14.265145;9.819788;12.416673;6.114752;18.554677;12.845299;3.821184;9.627608;9.493016;9.041856
GLOB_0248;GLOBAL;288;110;398;72.3618;100+;215;74;289;74.3945;160;73;233;68.6695;128;37;165;77.5758;100+;8.9063;24.582637;8.845893;13.004845;6.589452;6.62039;9.915454;17.170848;1.360793;8.672964;9.236725
LOC_2880;LOCAL;471;180;651;72.3502;100+;331;120;451;73.3925;265;119;384;69.0104;206;61;267;77.1536;100+;8.1432;7.980073;10.597327;9.55999;9.114557;10.70105;11.76649;12.088962;12.159802;11.238904;10.792845
LOC_1764;LOCAL;429;164;593;72.344;100+;306;108;414;73.913;239;109;348;68.6782;190;55;245;77.551;100+;8.8728;9.783005;12.005508;12.153475;3.819399;8.283029;14.756176;7.923863;12.204892;8.593186;16.477468
LOC_1993;LOCAL;408;156;564;72.3404;100+;293;101;394;74.3655;232;108;340;68.2353;176;48;224;78.5714;100+;10.3361;11.139316;16.351716;3.712445;4.626324;8.535368;11.810851;16.390101;8.436847;7.748666;17.248365
LOC_0486;LOCAL;476;182;658;72.3404;100+;332;119;451;73.6142;268;120;388;69.0722;208;62;270;77.037;100+;7.9648;7.286963;10.601007;8.282832;8.083836;14.379595;7.754184;13.289593;11.084989;12.112613;13.124388
GLOB_0109;GLOBAL;230;88;318;72.327;100+;177;62;239;74.0586;121;59;180;67.2222;109;29;138;78.9855;100+;11.7633;20.626337;2.869108;4.7075;1.109746;6.447705;20.292156;7.854662;2.455378;7.31071;32.326699
GLOB_1178;GLOBAL;452;173;625;72.32;100+;318;114;432;73.6111;251;112;363;69.146;201;61;262;76.7176;100+;7.5716;6.696524;9.607895;7.21996;7.894057;7.745878;7.951546;16.551663;14.621854;11.038879;16.671743
GLOB_1339;GLOBAL;371;142;513;72.3197;100+;269;93;362;74.3094;202;94;296;68.2432;169;48;217;77.8802;100+;9.637;17.788164;13.09698;11.748435;6.716104;3.543306;15.22468;10.615216;7.536564;11.255627;8.474926
GLOB_0983;GLOBAL;329;126;455;72.3077;100+;231;84;315;73.3333;179;85;264;67.803;150;41;191;78.534;100+;10.731;22.051801;8.406001;21.906635;1.346279;10.246018;3.959831;9.695114;15.589689;6.59185;6.206783
GLOB_1239;GLOBAL;462;177;639;72.3005;100+;325;115;440;73.8636;261;120;381;68.5039;201;57;258;77.907;100+;9.4031;10.156158;16.792566;10.614934;2.573886;13.21567;13.475544;9.394646;2.977147;12.492349;14.307099
GLOB_1087;GLOBAL;368;141;509;72.2986;100+;265;92;357;74.2297;207;98;305;67.8689;161;43;204;78.9216;100+;11.0527;17.178538;14.525341;6.835017;5.106445;3.274286;14.429296;11.811951;13.904443;14.027281;4.907401
GLOB_0906;GLOBAL;428;164;592;72.2973;100+;308;109;417;73.8609;237;103;340;69.7059;191;61;252;75.7937;100+;6.0878;16.347677;19.532338;14.51594;8.735446;6.220842;5.47532;8.247819;1.287173;20.431416;5.206028
GLOB_1509;GLOBAL;360;138;498;72.2892;100+;259;90;349;74.212;205;92;297;69.0236;155;46;201;77.1144;100+;8.0908;14.00265;7.707222;11.404597;4.844695;6.954263;9.923239;7.445762;22.086775;6.410571;15.220225
GLOB_1802;GLOBAL;420;161;581;72.2892;100+;301;107;408;73.7745;236;107;343;68.8047;184;54;238;77.3109;100+;8.5062;12.486984;14.168886;4.14197;13.090343;5.265771;5.765177;17.356435;19.08666;5.845245;8.79253
LOC_2163;LOCAL;480;184;664;72.2892;100+;337;121;458;73.5808;270;122;392;68.8776;210;62;272;77.2059;100+;8.3283;8.605914;11.91387;10.312412;8.769932;12.711986;7.773783;14.445777;9.78771;11.775002;9.903614
LOC_2532;LOCAL;433;166;599;72.2871;100+;305;107;412;74.0291;243;112;355;68.4507;190;54;244;77.8689;100+;9.4182;10.276334;16.116909;6.251901;8.567466;10.673757;10.99126;5.819399;9.564308;9.100025;18.638642
LOC_1039;LOCAL;459;176;635;72.2835;100+;326;114;440;74.0909;254;116;370;68.6486;205;60;265;77.3585;100+;8.7099;7.543302;7.424884;10.373966;6.383422;11.008162;13.174453;14.53174;15.069407;9.70033;10.790335
LOC_2174;LOCAL;472;181;653;72.2818;100+;330;120;450;73.3333;266;120;386;68.9119;206;61;267;77.1536;100+;8.2417;9.423833;12.815352;12.175664;7.570138;10.025423;14.119431;10.083807;12.017761;9.001966;8.766624
LOC_2230;LOCAL;472;181;653;72.2818;100+;332;120;452;73.4513;264;117;381;69.2913;208;64;272;76.4706;100+;7.1793;7.658121;13.362757;7.965473;11.258608;8.270008;5.010232;13.659565;13.412036;11.301222;14.101977
GLOB_1730;GLOBAL;352;135;487;72.2793;100+;255;91;346;73.6994;196;89;285;68.7719;156;46;202;77.2277;100+;8.4558;21.647974;14.573753;6.980975;1.517209;16.807828;11.789002;1.541524;0.581008;23.491681;7.069046
GLOB_0085;GLOBAL;438;168;606;72.2772;100+;316;116;432;73.1481;246;112;358;68.7151;192;56;248;77.4194;100+;8.7043;13.129173;17.809945;1.653486;21.842419;3.608954;6.729709;14.273738;13.800669;4.138133;9.013774
LOC_2670;LOCAL;477;183;660;72.2727;100+;333;120;453;73.5099;266;121;387;68.7339;211;62;273;77.2894;100+;8.5555;7.292972;10.983666;9.397912;6.385271;9.565174;15.412944;10.570343;11.465541;14.078084;10.848093
GLOB_0370;GLOBAL;443;170;613;72.2675;100+;316;113;429;73.6597;253;116;369;68.5637;190;54;244;77.8689;100+;9.3052;8.108272;15.833405;3.222874;9.739897;9.320246;10.051922;14.388949;1.27457;10.140654;23.919212
GLOB_0966;GLOBAL;456;175;631;72.2662;100+;328;115;443;74.0406;259;120;379;68.3377;197;55;252;78.1746;100+;9.8369;8.354026;21.155009;5.283309;4.09395;7.082574;17.172997;10.406021;3.645391;6.350558;22.456165
GLOB_0215;GLOBAL;469;180;649;72.265;100+;341;122;463;73.6501;265;117;382;69.3717;204;63;267;76.4045;100+;7.0328;9.747802;10.804597;1.64892;14.217958;10.574141;17.700299;16.620186;2.289066;13.407783;8.989248
GLOB_1570;GLOBAL;409;157;566;72.2615;100+;294;104;398;73.8693;234;105;339;69.0265;175;52;227;77.0925;100+;8.066;8.599254;11.674557;7.473834;6.602756;8.241641;12.182187;3.406557;2.702928;14.02404;31.092246
GLOB_0608;GLOBAL;435;167;602;72.2591;100+;306;108;414;73.913;246;110;356;69.1011;189;57;246;76.8293;100+;7.7282;10.915392;7.848792;7.465707;3.125432;11.1204;8.763023;11.020945;22.529372;20.002285;3.208652
GLOB_0390;GLOBAL;388;149;537;72.2533;100+;275;98;373;73.7265;217;99;316;68.6709;171;50;221;77.3756;100+;8.7047;20.533657;9.973304;10.486372;4.683895;19.304398;6.839439;4.767691;3.577485;22.708927;3.124833
GLOB_0364;GLOBAL;401;154;555;72.2523;100+;294;105;399;73.6842;225;104;329;68.3891;176;50;226;77.8761;100+;9.487;7.680068;12.54083;6.441842;4.344862;2.05994;11.805576;12.197312;11.122952;8.747947;29.058671
GLOB_0162;GLOBAL;432;166;598;72.2408;100+;305;111;416;73.3173;246;109;355;69.2958;186;57;243;76.5432;100+;7.2474;13.412865;11.553208;11.704712;7.760651;7.380251;23.162933;6.667064;5.576185;13.009194;5.772938
LOC_2304;LOCAL;445;171;616;72.2403;100+;313;114;427;73.3021;252;116;368;68.4783;193;55;248;77.8226;100+;9.3443;9.306628;12.055643;9.081129;7.500453;8.195186;18.333146;8.457613;7.62617;10.324787;15.119245
LOC_2662;LOCAL;458;176;634;72.2397;100+;323;115;438;73.7443;254;117;371;68.4636;204;59;263;77.5665;100+;9.1029;8.589697;12.710007;13.072921;5.313443;7.17801;12.609778;9.985566;8.092864;14.930186;13.517528
GLOB_0421;GLOBAL;437;168;605;72.2314;100+;316;107;423;74.7045;242;110;352;68.75;195;58;253;77.0751;100+;8.3251;11.233772;23.221409;9.796737;1.662185;3.006862;2.961315;13.239388;5.086727;17.217681;18.573923
LOC_2562;LOCAL;455;175;630;72.2222;100+;321;118;439;73.1207;253;117;370;68.3784;202;58;260;77.6923;100+;9.3139;8.382602;13.497164;8.089792;8.544961;11.782823;7.71167;10.388013;10.047578;9.342914;18.212483
LOC_1164;LOCAL;468;180;648;72.2222;100+;330;119;449;73.4967;262;115;377;69.496;206;65;271;76.0148;100+;6.5188;8.067233;12.853661;10.143307;9.357843;5.978863;9.232303;12.339622;13.619361;13.126719;11.281089
LOC_0619;LOCAL;481;185;666;72.2222;100+;333;120;453;73.5099;274;123;397;69.0176;207;62;269;76.9517;100+;7.9341;7.423241;14.029351;8.262786;6.194005;11.573998;11.838868;11.627819;9.252228;13.261425;12.536279
LOC_2413;LOCAL;486;187;673;72.214;100+;346;126;472;73.3051;270;122;392;68.8776;216;65;281;76.8683;100+;7.9907;7.689949;13.34962;6.546244;8.384588;11.65275;8.467659;21.398954;6.750759;11.559158;10.20032
LOC_1998;LOCAL;460;177;637;72.2135;100+;317;117;434;73.0415;259;118;377;68.7003;201;59;260;77.3077;100+;8.6074;9.855203;10.597001;10.748412;6.304945;15.778661;10.150307;8.652868;11.412504;11.486269;11.01383
GLOB_0242;GLOBAL;408;157;565;72.2124;100+;289;104;393;73.5369;228;101;329;69.3009;180;56;236;76.2712;100+;6.9703;15.512926;7.887598;16.151999;11.188201;13.047482;3.607151;4.122425;10.160002;17.472141;6.850074
GLOB_0721;GLOBAL;369;142;511;72.2114;100+;270;97;367;73.5695;211;93;304;69.4079;158;49;207;76.3285;100+;6.9206;14.64699;10.153146;6.967098;7.50776;1.71007;25.621331;1.895635;14.980054;10.335496;12.182419
LOC_1201;LOCAL;491;189;680;72.2059;100+;341;124;465;73.3333;275;121;396;69.4444;216;68;284;76.0563;100+;6.6119;8.897084;15.854748;12.610502;7.556537;8.405939;12.897926;9.440147;12.604818;10.314997;7.417303
LOC_1787;LOCAL;465;179;644;72.205;100+;325;120;445;73.0337;263;119;382;68.8482;202;60;262;77.0992;100+;8.251;7.570383;12.750133;6.909583;9.701473;11.317562;11.779312;5.972482;11.181272;11.466681;17.351118
GLOB_1195;GLOBAL;465;179;644;72.205;100+;323;114;437;73.913;261;120;381;68.5039;204;59;263;77.5665;100+;9.0626;8.103172;16.432008;3.934917;3.119127;10.241826;10.361865;9.639861;13.01398;20.270117;10.883126
GLOB_0883;GLOBAL;426;164;590;72.2034;100+;306;105;411;74.4526;241;111;352;68.4659;185;53;238;77.7311;100+;9.2652;10.658764;15.307251;4.678585;0.850028;8.070927;4.710944;19.033254;14.079108;19.514428;9.096711
GLOB_0287;GLOBAL;400;154;554;72.2022;100+;286;98;384;74.4792;224;105;329;68.0851;176;49;225;78.2222;100+;10.1371;13.612301;14.59412;11.910138;2.589505;4.731407;5.55611;13.320593;12.348209;16.90035;10.437267
GLOB_0700;GLOBAL;387;149;536;72.2015;100+;275;97;372;73.9247;219;101;320;68.4375;168;48;216;77.7778;100+;9.3403;12.258356;5.797452;12.810979;3.135339;5.319658;5.526382;6.135937;32.190607;9.999094;12.826197
GLOB_0309;GLOBAL;457;176;633;72.1959;100+;321;115;436;73.6239;260;111;371;70.0809;197;65;262;75.1908;100+;5.1099;11.866251;10.99093;4.522815;1.994974;18.250115;7.519262;11.128478;23.477691;14.489794;1.759691
GLOB_1566;GLOBAL;436;168;604;72.1854;100+;309;109;418;73.9234;246;114;360;68.3333;190;54;244;77.8689;100+;9.5356;12.406523;22.188107;5.23531;4.679025;6.084455;12.566328;14.881228;10.159571;8.876659;8.922793
GLOB_0359;GLOBAL;423;163;586;72.1843;100+;303;109;412;73.5437;238;109;347;68.5879;185;54;239;77.4059;100+;8.818;11.016167;18.271214;9.966385;6.692755;3.732688;7.206682;12.341053;4.014445;11.796859;20.961752
GLOB_0715;GLOBAL;493;190;683;72.1816;100+;352;125;477;73.7945;274;122;396;69.1919;219;68;287;76.3066;100+;7.1147;4.599223;14.076783;2.831152;6.227872;2.965071;29.934029;8.715958;7.830642;18.346876;10.472395
GLOB_0239;GLOBAL;358;138;496;72.1774;100+;259;91;350;74.0;200;92;292;68.4932;158;46;204;77.451;100+;8.9578;14.636577;6.136244;10.592744;3.619957;15.176936;10.544898;10.09052;7.655921;9.540521;18.005682
GLOB_1748;GLOBAL;345;133;478;72.1757;100+;256;90;346;73.9884;191;92;283;67.4912;154;41;195;78.9744;100+;11.4832;17.377953;16.695524;14.383221;5.796011;3.853573;3.505369;8.527482;11.636663;1.09021;23.133994
GLOB_1397;GLOBAL;249;96;345;72.1739;100+;185;67;252;73.4127;135;64;199;67.8392;114;32;146;78.0822;100+;10.243;28.416629;7.214923;14.153819;0.842818;4.97656;18.917749;5.529683;6.628086;8.024441;11.295292
LOC_2461;LOCAL;472;182;654;72.1713;100+;329;119;448;73.4375;267;121;388;68.8144;205;61;266;77.0677;100+;8.2533;6.865141;12.827522;8.237882;7.301324;12.21972;8.446451;10.600528;9.972579;12.816726;16.712127
GLOB_0483;GLOBAL;293;113;406;72.1675;100+;211;76;287;73.5192;164;77;241;68.0498;129;36;165;78.1818;100+;10.132;24.295604;4.691442;9.145365;2.300799;5.980279;11.938088;13.078724;13.385952;17.185886;3.997862
GLOB_0744;GLOBAL;420;162;582;72.1649;100+;297;107;404;73.5149;234;109;343;68.2216;186;53;239;77.8243;100+;9.6027;13.635178;9.050604;17.376903;10.352089;13.173173;6.019777;5.664934;4.556756;8.453661;17.716924
GLOB_1267;GLOBAL;337;130;467;72.1627;100+;249;90;339;73.4513;187;91;278;67.2662;150;39;189;79.3651;100+;12.0989;7.069974;6.127698;2.089113;2.661424;7.981344;4.877015;14.600885;10.477811;4.102805;46.011931
LOC_2984;LOCAL;464;179;643;72.1617;100+;324;115;439;73.8041;260;120;380;68.4211;204;59;263;77.5665;100+;9.1454;8.117971;10.04443;8.762546;7.800307;11.493158;7.137146;11.125296;19.282622;11.221257;11.015268
GLOB_1681;GLOBAL;495;191;686;72.1574;100+;350;121;471;74.31;280;128;408;68.6275;215;63;278;77.3381;100+;8.7106;12.244907;29.308821;15.450888;5.931958;2.870399;9.885967;4.220782;8.617103;6.23944;11.229735
LOC_0790;LOCAL;482;186;668;72.1557;100+;342;124;466;73.3906;269;122;391;68.798;213;64;277;76.8953;100+;8.0973;5.402538;9.71211;8.595108;8.636916;9.352192;12.911013;12.944219;9.781139;12.607897;16.056869
LOC_2638;LOCAL;469;181;650;72.1538;100+;330;123;453;72.8477;262;117;379;69.1293;207;64;271;76.3838;100+;7.2545;8.57018;12.735022;11.152841;11.094683;8.103896;9.527222;8.2794;9.354973;12.18768;14.994102
GLOB_0447;GLOBAL;526;203;729;72.1536;100+;375;134;509;73.6739;296;134;430;68.8372;230;69;299;76.9231;100+;8.0859;7.719093;21.032939;10.42229;2.58607;16.039968;18.489991;8.689024;9.398732;5.289496;6.332397
LOC_1871;LOCAL;456;176;632;72.1519;100+;316;116;432;73.1481;256;117;373;68.6327;200;59;259;77.2201;100+;8.5874;9.431899;12.21269;14.199364;5.320818;11.254478;5.924025;9.166629;11.03608;12.442284;15.011734
GLOB_0541;GLOBAL;417;161;578;72.1453;100+;301;110;411;73.236;238;110;348;68.3908;179;51;230;77.8261;100+;9.4353;11.699458;11.660846;5.073422;13.716209;9.178748;15.308512;3.824194;4.260381;10.944596;20.333634
LOC_0576;LOCAL;461;178;639;72.144;100+;324;119;443;73.1377;261;117;378;69.0476;200;61;261;76.6284;100+;7.5808;8.800744;10.126197;13.507875;7.284472;10.717942;11.80069;10.165612;10.529731;10.580404;12.486333
LOC_2858;LOCAL;461;178;639;72.144;100+;327;118;445;73.4831;257;119;376;68.3511;204;59;263;77.5665;100+;9.2154;7.735351;11.426328;8.431074;6.389152;5.598659;15.762673;9.725118;15.147509;14.920241;10.863895
LOC_2898;LOCAL;461;178;639;72.144;100+;330;121;451;73.1707;254;112;366;69.3989;207;66;273;75.8242;100+;6.4253;7.853326;8.624479;12.451161;8.792269;8.94575;8.967896;12.722626;12.520199;11.790712;13.331581
GLOB_0965;GLOBAL;448;173;621;72.1417;100+;319;110;429;74.359;251;115;366;68.5792;197;58;255;77.2549;100+;8.6757;15.098705;20.406481;18.477626;2.178292;5.99783;13.536127;6.741898;9.360133;8.241045;5.961863
GLOB_0464;GLOBAL;391;151;542;72.1402;100+;279;96;375;74.4;222;100;322;68.9441;169;51;220;76.8182;100+;7.8741;12.673505;9.411341;10.261266;3.376747;1.694664;16.629545;4.266093;25.004122;12.631277;10.051439
GLOB_0151;GLOBAL;435;168;603;72.1393;100+;308;105;413;74.5763;248;113;361;68.6981;187;55;242;77.2727;100+;8.5746;7.320854;12.808399;2.285668;2.993375;7.146657;4.414227;11.202469;31.274239;11.418113;15.135999
GLOB_0440;GLOBAL;435;168;603;72.1393;100+;308;112;420;73.3333;242;112;354;68.3616;193;56;249;77.51;100+;9.1484;10.873002;10.483155;11.732627;7.813034;7.514649;4.718181;19.171413;11.91087;12.993442;8.789628
GLOB_1879;GLOBAL;435;168;603;72.1393;100+;311;110;421;73.8717;251;111;362;69.337;184;57;241;76.3485;100+;7.0115;8.913845;13.43484;2.049303;2.395879;9.820866;13.481178;2.363115;7.269193;32.339537;13.932245
GLOB_1253;GLOBAL;264;102;366;72.1311;100+;205;70;275;74.5455;143;68;211;67.7725;121;34;155;78.0645;100+;10.292;22.766372;7.813988;11.778693;4.950316;2.266161;10.654193;18.965959;3.192711;6.666617;16.94499
GLOB_1705;GLOBAL;515;199;714;72.1289;100+;366;128;494;74.0891;289;133;422;68.4834;226;66;292;77.3973;100+;8.9139;6.754935;22.749365;4.282342;4.567342;4.165483;28.141695;9.659812;8.494479;11.885408;5.299137
LOC_0870;LOCAL;471;182;653;72.1286;100+;335;121;456;73.4649;263;119;382;68.8482;208;63;271;76.7528;100+;7.9046;7.680983;12.311196;10.391523;8.472143;7.83301;11.765595;11.010454;11.305275;10.110222;15.119601
GLOB_0555;GLOBAL;383;148;531;72.1281;100+;276;98;374;73.7968;212;95;307;69.0554;171;53;224;76.3393;100+;7.2839;14.87511;8.317757;13.8811;4.936811;6.143495;15.770854;11.402718;4.890602;17.516902;8.264652
GLOB_0306;GLOBAL;432;167;599;72.1202;100+;306;108;414;73.913;243;109;352;69.0341;189;58;247;76.5182;100+;7.4841;15.944977;22.970721;15.316807;4.78203;3.391518;8.319999;9.074051;14.054612;4.476412;7.668873
GLOB_1754;GLOBAL;432;167;599;72.1202;100+;303;108;411;73.7226;245;109;354;69.209;187;58;245;76.3265;100+;7.1175;16.642509;4.866741;10.01933;6.531906;28.351993;4.406969;5.335229;19.568996;6.312343;3.963984
LOC_0589;LOCAL;463;179;642;72.1184;100+;328;119;447;73.3781;257;116;373;68.9008;206;63;269;76.5799;100+;7.6791;8.188648;10.649131;9.167581;8.591685;7.78343;13.371718;13.073965;11.041598;14.746603;9.385642
GLOB_1420;GLOBAL;375;145;520;72.1154;100+;272;96;368;73.913;211;96;307;68.7296;164;49;213;76.9953;100+;8.2657;14.69237;4.461842;2.58172;8.604582;10.590226;13.437001;25.295098;5.923433;9.810353;10.603374
GLOB_0796;GLOBAL;406;157;563;72.1137;100+;284;105;389;73.0077;234;106;340;68.8235;172;51;223;77.13;100+;8.3065;9.917593;12.169998;1.93933;9.361628;3.76896;8.537638;8.867654;15.8145;19.407985;16.214713
LOC_0197;LOCAL;499;193;692;72.1098;100+;351;124;475;73.8947;285;127;412;69.1748;214;66;280;76.4286;100+;7.2538;6.180269;18.929477;6.105267;5.370194;11.56291;14.968175;8.573314;7.419423;12.862207;14.028764
GLOB_0771;GLOBAL;318;123;441;72.1088;100+;233;81;314;74.2038;177;79;256;69.1406;141;44;185;76.2162;100+;7.0756;22.157928;4.621105;15.22423;5.917872;9.889499;15.983303;7.927687;2.340165;18.075721;3.86249
GLOB_1223;GLOBAL;349;135;484;72.1074;100+;253;89;342;73.9766;192;91;283;67.8445;157;44;201;78.1095;100+;10.265;15.182388;9.663157;7.457452;1.879441;2.409288;12.629876;20.037318;4.387095;20.282371;12.071613
GLOB_1520;GLOBAL;486;188;674;72.1068;100+;343;131;474;72.3629;278;122;400;69.5;208;66;274;75.9124;100+;6.4124;11.811258;17.965751;7.882793;24.432271;5.81639;5.825083;4.936013;3.741442;15.007457;8.581541
LOC_1589;LOCAL;473;183;656;72.1037;100+;329;122;451;72.949;266;121;387;68.7339;207;62;269;76.9517;100+;8.2178;8.846151;18.615225;8.59025;7.670087;6.553975;10.647975;9.835222;10.610082;12.479599;12.151435
GLOB_0319;GLOBAL;398;154;552;72.1014;100+;286;102;388;73.7113;221;99;320;69.0625;177;55;232;76.2931;100+;7.2306;15.82057;11.980951;17.670748;5.272657;3.7758;14.81763;2.145908;15.134244;13.972803;5.40869
GLOB_1607;GLOBAL;398;154;552;72.1014;100+;287;104;391;73.4015;226;104;330;68.4848;172;50;222;77.4775;100+;8.9927;14.279058;13.716777;6.505244;5.360118;11.965739;17.816787;7.585405;7.515587;4.932254;16.323032
GLOB_0476;GLOBAL;429;166;595;72.1008;100+;301;108;409;73.5941;245;111;356;68.8202;184;55;239;76.9874;100+;8.1672;12.963239;12.291314;12.14724;2.415417;10.911076;17.082136;11.986607;6.312203;14.178272;5.712495
LOC_2471;LOCAL;460;178;638;72.1003;100+;321;119;440;72.9545;261;117;378;69.0476;199;61;260;76.5385;100+;7.4909;9.178867;11.582806;11.197234;9.70166;10.307635;10.035788;11.048194;11.24625;10.918511;10.783056
